Município,CNES,Nome da UBS,Calendário vacinal afixado em local visível,Há controle de acesso por meio de chave ou senha à área das vacinas,A sala de vacina é utilizada exclusivamente para este fim,Marque quais dos itens abaixo estão FALTANDO na sala de vacina inspecionada,Materiais perfurocortantes são descartados adequadamente,As seringas e agulhas estão em recipientes fechados e limpos,Sala de vacina climatizada,Sala de vacina dispõe de paredes e pisos laváveis e de fácil higienização,O equipamento de refrigeração está susceptível à luz solar direta,Como é registrada a data de abertura do frasco em vacinas multidose,Foi verificada a falta de quais vacinas listadas abaixo,Existem caixas térmicas/isopores sendo utilizadas para outras finalidades,A temperatura interna das caixas térmicas/isopor com vacinas está sendo monitorada continuamente,Tipos de equipamentos utilizados para estocagem das vacinas,Equipamento de armazenamento exclusivo para as vacinas,Tomada elétrica é exclusiva do equipamento,Equipamento mal conservado ou com problemas de funcionamento,Mnutenção dentro da data de validade,Painel de exibição de temperatura funcional,Temperatura interna do equipamento está sendo monitorada por termômetro,Temperatura no painel do equipamento entre 2°C e 8°C,Mecanismo de proteção contra queda de energia,Anotações diárias da temperatura em formulário próprio,Houve alteração anormal da temperatura do equipamento que armazena as vacinas,Como é feito o registro da vacinação,Controle pela ESF do acompanhamento das crianças de 0-1 ano de idade com vacinação em atraso,Agentes da ESF realizaram busca ativa de crianças de 0-1 ano com vacinação em atraso em abril/2023,Quantitativo de crianças de 0-1 ano de idade cadastradas na UBS,Quantitativo de crianças de 0-1 ano de idade com calendário vacinal em atraso em abril/2023,Documentos da última supervisão realizada pela Gestão de saúde municipal nas salas de vacinação,Documentos da última manutenção nos equipamentos de refrigeração,Documentos da designação formal do responsável técnico,Cobertura Vacinal
Floresta,2431742,Unidade de Saúde da Família Santa Rosa,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,0,0.6489
Catende,2712970,POSTO DE SAÚDE DIAMANTE,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,1.0,0,0,1,1,1.0,0,1,0.648625
Catende,5674468,PSF MONTE ALEGRE,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1.0,0,0.5,0,0,1,1,1.0,0,1,0.648625
Igarassu,2637677,ESF INHAMÃ,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0.5,0,0.5,0,0,1,1,0.0,0,0,0.711575
Amaraji,2714280,PSF XV DE NOVEMBRO,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,1.0,0,1,0.8511
Catende,2712903,POSTO DE SAÚDE DE ROÇADINHO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,0.5,0,0,1,1,1.0,0,1,0.648625
Catende,2712814,POSTO DE SAÚDE DE L. GRANDE I,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,0.5,0,0,1,1,1.0,0,1,0.648625
Parnamirim,2712938,USF SAO DOMINGOS,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.5,0,0,0.88555
Catende,2712806,POSTO DE SAÚDE DE L. GRANDE II,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1.0,0,1.0,0,0,1,1,1.0,0,1,0.648625
Cupira,6118143,UBS-Nova Cupira (COHAB),1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.8319749999999999
Catende,4063600,UBS NOVA LAGE GRANDE,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,0.5,0,0,1,1,1.0,0,1,0.648625
Petrolândia,891703,PSF Ivaldo Marques Nogueira,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,1,0.0,1,1,0.795
Cupira,2361520,UBS-Chã de Panelas,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.8319749999999999
Petrolândia,6647510,PSF Antônio Firmino da Silva,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,0,0.0,1,1,0.795
Cupira,2631490,UBS-Sambaquim,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,1,1.0,1,1,0.8319749999999999
Petrolândia,6691129,PSF Dr. José Hermínio Ferreira Neto,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,0.0,1,1,0.795
Petrolândia,3545121,PSF Renascer,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,0.795
Bom Jardim,2636891,PSF 19 DE JULHO,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,0.5,0,0,1,1,0.0,0,0,0.9077500000000001
Exu,2435799,UNIDADE DE SAUDE DA FAMILIA DO CENTRO I,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,1.1116249999999999
Exu,6653529,UNIADE DE SAUDE DA FAMILIA ASA BRANCA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,1.1116249999999999
Exu,2431084,UNIDADE DE SAUDE DA FAMILIA CONJ HAB WMSARAIVA,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,1.1116249999999999
Exu,6336396,UNIDADE DE SAUDE DA FAMILIA PAMONHA,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,1.1116249999999999
Exu,6214886,UNIDADE DE SAUDE DA FAMILIA ETELVINA JUSTINO DA SILVA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,0.0,1,1,1.1116249999999999
Catende,2712946,POSTO DE SAÚDE DE TABAIRÉ,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,0,0.5,0,0,1,1,1.0,0,1,0.648625
Escada,2713098,UNIDADE DE SAUDE DA FAMILIA JESUS MENINO,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.5,1,1.0,1,1,1,1,1.0,0,1,0.7222
Exu,2635143,UNIDADE DE SAUDE DA FAMILIA POSTO DA SERRA,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,0.0,1,1,1.1116249999999999
Exu,2431076,UNIDADE DE SAUDE DA FAMILIA DE TABOCAS,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,1,1,1,1,0.0,1,1,1.1116249999999999
Exu,6336388,UNIDADE DE SAUDE DA FAMILIA GONZAGAO,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,0.0,1,1,1.1116249999999999
Exu,2431114,UNIDADE DE SAUDE DA FAMILIA DE ZE GOMES,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,1,0.0,1,1,1.1116249999999999
Exu,2431068,UNIDADE DE SAUDE DA FAMILIA DE TIMORANTE,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,1,1,1.1116249999999999
Jatobá,2634260,USF Jatobá 1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,1,1.131875
Abreu e Lima,2713705,USF TIMBO,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
Amaraji,2713381,PSF ALICE BATISTA DOS ANJOS,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,1.0,0,1,0.8511
Escada,3644111,UNIDADE DE SAUDE DA FAMILIA DR JOAO LINS DE ANDRADE,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0.5,0,1.0,1,1,1,1,0.0,0,1,0.7222
Petrolina,2429918,UBS Leonor Elisa,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
Catende,2712997,POSTO DE SAÚDE DO MATADOURO,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1.0,1,0.5,0,0,1,1,1.0,0,1,0.648625
Agrestina,6316069,UBS Umbuzeiro,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0.5,1,1.0,0,0,1,1,0.0,0,1,0.77385
Bodocó,2345455,USF 05 FRANCISCA MARIA DE OLIVEIRA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,0,1,0.86795
Petrolina,9534490,UUBS Lourival Rodrigues Lima Filho - Mandacaru - Terras do Sul,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
São Lourenço da Mata,2712520,NOVA TIUMA II,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0.5,0,0.5,0,0,1,1,1.0,0,1,0.674825
Bodocó,6606075,USF 11 AMELIA PEREIRA E SILVA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,1,1,1,1,1.0,0,1,0.86795
Bodocó,2345439,USF 08 EDMARA SOARES DE CARVALHO,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,1,1,1,1,1.0,0,1,0.86795
Jatobá,7198035,USF de Itaparica,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,1.131875
Bodocó,2345463,USF 06 ANTONINO LEANDRO HORAS,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,0,1,0.86795
Bodocó,2345404,USF 02 JOAO MALHEIRO LACERDA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,0,1,0.86795
Jatobá,2349434,USF Volta do Moxotó,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,1,1.0,1,1,1.131875
Bodocó,2345412,USF 04 ROMAO RODRIGUES DE OLIVEIRA,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,0,1,0.86795
Bodocó,2637448,USF 09 ESPEDITO GOMES DINIZ,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,0,1,0.86795
Jatobá,9412573,USF 4 Logradouro,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1.0,1,1,1,1,0.0,0,1,1.131875
Casinhas,2703327,PSF DO JUNCO,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,0,0.5,1,0,1,1,1.0,1,0,0.881025
Agrestina,6316212,UBS ANDRELINA TENORIO DE BARROS,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.77385
Amaraji,6584381,PSF AMARA MARIA DE ANDRADE,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,1.0,0,1,0.8511
Jatobá,2349396,USF Jatobá 2,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,1.131875
Abreu e Lima,2713543,USF CAETES II,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,0,1.0,0,0,0.2504
Agrestina,7411359,UBS RAFAEL MACIEL,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,0,0.0,0,1,0.77385
Abreu e Lima,2713578,USF CAETES VELHO BAIXO,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
Abreu e Lima,2713845,USF CAETES VELHO ALTO,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,0,0.2504
Abreu e Lima,2713594,USF DESTERRO,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,1,1,0,1.0,0,0,0.2504
Inajá,2634228,LAGOA DO MEIO,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,1,1,0.9023749999999999
Abreu e Lima,2713551,USF CAETES III B,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,0,1.0,0,1,1,0,1.0,0,0,0.2504
Petrolina,2637235,UBS Santa Luzia,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
Amaraji,6584373,PSF JOAO GOUVEIA DA SILVA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,1.0,0,1,1,1,1.0,0,1,0.8511
Bodocó,2345382,USF 01 JOAO GOMES SOBRINHO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,0.0,0,1,0.86795
Bodocó,2637456,USF 10 ZACARIAS PEDROSA LUNA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,1.0,1,1,1,1,1.0,0,1,0.86795
Bodocó,2345420,USF 07 JOAO COSMO DE OLIVEIRA,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,1,1,1,1.0,0,1,0.86795
Jurema,2346842,PSF DE SAÚDE DO CASTELO,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,0.862375
Inajá,2634244,BOM SERA,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,0.0,1,1,0.9023749999999999
Jurema,7211058,PSF SANTA LUZIA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,0.0,1,0,0.862375
Jurema,3908224,PSF MOCÓS,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,1,0.0,1,0,0.862375
Inajá,2634236,ALTO DO JORRO,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,0,0.0,0,1,0.9023749999999999
Chã Grande,2344467,PSF MALHADINHA,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,1,1.0,1,1,1,0,1.0,1,1,0.6135499999999999
Amaraji,2714329,PSF JOAO PAULO II,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,1,1,1,1.0,0,1,0.8511
Santa Maria da Boa Vista,3011119,USF AGROVILA 15	,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.831125
Amaraji,7177402,PSF RECANTO DOS PASSAROS,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,1.0,0,1,0.8511
Santa Maria da Boa Vista,3009130,USF AGROVILA 29,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.831125
Amaraji,2714361,PSF VILA DA CONCEICAO,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,1,1.0,0,1,0.8511
Santa Maria da Boa Vista,6759157,USF AGROVILA 43,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,1,0,1,0,1.0,0,1,0.831125
Santa Maria da Boa Vista,3011585,USF CARAIBAS	,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,0.5,1,0,1,0,1.0,0,1,0.831125
Santa Maria da Boa Vista,7420870,USF CURRAL NOVO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.831125
Santa Maria da Boa Vista,3009246,USF DO BAIRRO MANDACARU,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.831125
Santa Maria da Boa Vista,3009165,USF INHANHUN,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,0,1.0,1,0,1,0,1.0,0,1,0.831125
Santa Maria da Boa Vista,3009238,USF MILANO,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,1,0,1,0,1.0,0,1,0.831125
Santa Maria da Boa Vista,3935639,USF RAIMUNDO BEDOR,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.831125
Santa Maria da Boa Vista,5982022,USF SANTA LUZIA,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.831125
Santa Maria da Boa Vista,7288204,USF SENADOR PAULO GUERRA,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,1.0,1,1,0.831125
Santa Maria da Boa Vista,3009173,USF URIMAMA,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0.5,1,0.5,1,0,1,0,1.0,0,1,0.831125
Abreu e Lima,2713624,USF JAGUARIBE,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
Abreu e Lima,2714094,USF INHAMA,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
Abreu e Lima,2713888,USF CENTRO II,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0.5,1,1.0,0,1,1,0,1.0,0,0,0.2504
Abreu e Lima,2713861,USF CENTRO I,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,0,1,1,0,1.0,0,0,0.2504
Itacuruba,2714752,UBS ELIAS ALFREDO DOS SANTOS,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5,1,1.0,0,0,1,1,1.0,0,1,0.87785
Itacuruba,259659,UBS JOÃO JOSÉ FLORÊNCIO,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,1,1.0,0,1,0.87785
Itacuruba,2639114,UNIDADE MISTA DR. MANOEL NOVAES,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0.5,1,1.0,1,0,1,0,1.0,0,1,0.87785
Escada,2715333,USF MAXIMO ALVES DE SOUZA I,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0.5,1,1.0,1,1,1,1,0.0,0,1,0.7222
Escada,865680,USF SAO SEBASTIAO,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0.5,0,1.0,1,1,1,1,0.0,0,0,0.7222
Agrestina,2434008,UBS DO LOTEAMENTO MARIA RIBEIRO,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,1.0,1,1,1,0,0.0,0,1,0.77385
Escada,7787626,UNIDADE DE SAUDE DA FAMILIA VILA VIRADOURO,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0.5,0,1.0,1,1,1,1,0.0,0,1,0.7222
Escada,7833490,USF CIDADE CENTRO,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0.5,1,1.0,1,1,1,1,0.0,0,1,0.7222
Agrestina,2433893,UBS BARRA DO CHATA,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,1,1,1,1,0.0,0,1,0.77385
Abreu e Lima,2713829,USF CAETES I,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,1,1,0,1.0,0,0,0.2504
Petrolina,2429942,UBS Lia Bezerra,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
Belém do São Francisco,3037754,ESF ALTO BOM JESUS,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,1,0.65405
Petrolina,5927366,UBS Simão Pedro Coelho,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,0,1,0,0.0,0,0,0.8169249999999999
Ipubi,2713586,ESF JARDIM ROCHA,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
Belém do São Francisco,6967590,ESF BEIRA RIO,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1.0,0,1.0,0,0,1,0,1.0,0,1,0.65405
Belém do São Francisco,6701620,ESF BELO HORIZONTE,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,0,1.0,0,0,1,0,1.0,0,1,0.65405
Jurema,612324,UBS SALOBRO,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1.0,1,1.0,0,0,1,1,0.0,1,0,0.862375
Ipubi,6585329,ESF JARDIM SIQUEIRA,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
Belém do São Francisco,75914,ESF DR ALVARO DANTAS DE ALMEIDA,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,0.0,0,1,0.65405
Escada,7683677,UNIDADE DE SAUDE DA FAMILIA CENTRO,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,1,1.0,1,1,1,1,1.0,0,1,0.7222
Tacaratu,7430183,UBS V Wantuir Nogueira,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,0,1.036425
Bom Jardim,2703297,PSF DE TAMBOATA,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1.0,1,0.5,0,1,1,1,0.0,0,0,0.9077500000000001
Belém do São Francisco,2634457,ESF IBO,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,0,0,1,0,0.0,0,1,0.65405
Ipubi,5870046,POÇO VERDE,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
Jurema,2346834,PSF PRESIDENTE TANCREDO NEVES,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1.0,0,1.0,0,0,1,1,0.0,1,0,0.862375
Ipubi,5446481,ESF CENTRO,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,1,0,1,0,1.0,1,1,0.993925
Bom Jardim,2703289,PSF DA ENCRUZILHADA,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0.5,1,0.5,1,1,1,1,0.0,0,0,0.9077500000000001
Escada,7684045,UNIDADE SAUDE DA FAMILIA POVO DE DEUS,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0.5,0,1.0,1,1,1,1,0.0,0,1,0.7222
Goiana,2351374,UBS ATAPUZ,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1.0,1,1,0.95015
Tacaratu,2353318,UBS Carlos Pereira de Araújo,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,0,1.036425
Belém do São Francisco,6967582,ESF INOCOOP,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,1,1.0,0,0,1,0,1.0,0,1,0.65405
Bom Jardim,2636875,PSF DE PINDOBINHA,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0.5,0,0.5,0,1,1,1,0.0,0,0,0.9077500000000001
Ipubi,2713675,ESF SERROLANDIA I,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0.5,1,1.0,1,0,1,0,1.0,1,1,0.993925
Belém do São Francisco,3037746,ESF NOVO HORIZONTE,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,1,0.65405
Escada,2713187,UNIDADE DE SAUDE DA FAMILIA LOURENCO BRASILIANO,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.5,0,1.0,1,1,1,1,0.0,0,1,0.7222
Tacaratu,5751772,ESF III Olho D'água do Bruno,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1.0,0,1.0,0,0,1,0,1.0,0,0,1.036425
